"","Customer_ID","Credit_Amount","Purpose_Credit_Taken","Duration_in_Months","Status_Checking_Accnt","Credit_History","Job_Status","Years_At_Present_Employment","Marital_Status_Gender","Other_Debtors_Guarantors","Current_Address_Yrs","Age","Housing","Num_Credits","Num_Dependents","Foreign_Worker","Default_On_Payment","Dummy_Job_Status_A171","Dummy_Job_Status_A172","Dummy_Job_Status_A173","Dummy_Purpose_Credit_Taken_Low","Dummy_Purpose_Credit_Taken_High","Dummy_Status_Checking_Accnt_High","Dummy_Status_Checking_Accnt_Medium","Dummy_Credit_History_High","Dummy_Credit_History_Low","Dummy_Years_At_Present_Employment_High","Dummy_Years_At_Present_Employment_Medium","Dummy_Marital_Status_Gender","Dummy_Other_Debtors_Guarantors","Dummy_Housing","Dummy_Foreign_Worker","Dummy_Age_Group","Dummy_Credit_Amount","Dummy_Current_Address_Yrs","Predicted_Probability"
"4912","C19912",2096,"P46",12,"S14","A34","A172","E74","A93","A101",3,49,"A152",1,2,"A201",0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0.059510045437248
"1968","C16968",2348,"P42",36,"S11","A34","A173","E73","A94","A101",2,46,"A152",2,1,"A201",0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0.438795432070886
"3407","C18407",3386,"P41",12,"S11","A32","A173","E75","A93","A101",4,35,"A153",1,1,"A201",1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0.348269432476528
"3744","C18744",2384,"P45",36,"S12","A32","A172","E72","A93","A101",1,33,"A151",1,1,"A201",1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0.576024422845614
"3404","C18404",5848,"P43",36,"S13","A32","A173","E73","A93","A101",1,24,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.0947011540665535
"2594","C17594",5302,"P40",18,"S11","A34","A174","E75","A93","A101",4,36,"A153",3,1,"A201",0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.377180558036535
"3310","C18310",6758,"P43",48,"S11","A32","A173","E73","A92","A101",2,31,"A152",1,1,"A201",1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0.632990331371455
"2203","C17203",8086,"P40",36,"S12","A33","A174","E75","A93","A101",4,42,"A152",4,1,"A201",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0.479583959413556
"3639","C18639",1037,"P49",12,"S12","A32","A172","E74","A93","A101",4,39,"A152",1,1,"A201",0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.293047773292849
"4055","C19055",4933,"P43",39,"S12","A34","A173","E74","A93","A103",2,25,"A152",2,1,"A201",1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0.137534792128403
"2618","C17618",1977,"P46",36,"S11","A32","A174","E75","A93","A101",4,40,"A152",1,1,"A201",1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0.605056033985848
"2113","C17113",1449,"P49",6,"S12","A33","A173","E75","A91","A101",2,31,"A152",2,2,"A201",0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0.317929361827081
"4135","C19135",7418,"P43",60,"S12","A33","A172","E73","A93","A101",1,27,"A152",1,1,"A201",0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0.437424305524836
"2769","C17769",3244,"P42",18,"S12","A30","A173","E73","A92","A101",4,33,"A152",2,1,"A201",0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0.645390892448045
"4162","C19162",626,"P43",12,"S11","A31","A172","E73","A92","A101",4,24,"A152",1,1,"A201",1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0.576732781148913
"4721","C19721",3979,"P43",48,"S12","A32","A173","E74","A93","A101",1,41,"A152",2,2,"A201",0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.342745990137153
"2078","C17078",2901,"P41",10,"S14","A32","A173","E72","A92","A101",4,31,"A151",1,1,"A201",0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0.157601948759338
"1488","C16488",3527,"P40",12,"S14","A32","A174","E72","A93","A101",3,45,"A152",1,2,"A201",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0.15811212861172
"3929","C18929",806,"P49",15,"S11","A32","A172","E73","A92","A101",4,22,"A152",1,1,"A201",0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0.511142395346445
"1655","C16655",3368,"P41",15,"S14","A34","A173","E75","A93","A101",4,23,"A151",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0.0514313989216324
"356","C15356",571,"P40",21,"S11","A34","A173","E75","A93","A101",4,65,"A152",2,1,"A201",0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0.321829718386664
"3606","C18606",1308,"P45",15,"S12","A32","A172","E75","A93","A101",4,38,"A152",2,1,"A201",0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.314155526700482
"3517","C18517",7119,"P42",48,"S11","A30","A173","E73","A93","A101",4,53,"A153",2,2,"A201",1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0.89401539790385
"3306","C18306",1797,"P49",13,"S11","A34","A172","E72","A93","A101",1,28,"A152",2,1,"A201",0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0.27543777791372
"1555","C16555",1414,"P43",8,"S12","A32","A173","E73","A93","A103",2,33,"A152",1,1,"A202",0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0314126752134692
"3105","C18105",3632,"P41",24,"S11","A31","A173","E73","A92","A103",4,22,"A151",1,1,"A202",0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0.317717210491778
"4877","C19877",759,"P40",12,"S11","A32","A173","E74","A93","A101",2,26,"A152",1,1,"A201",1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0.407975552284858
"2848","C17848",1582,"P43",18,"S14","A34","A173","E75","A93","A101",4,46,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0407557644486945
"4987","C19987",1530,"P40",18,"S14","A34","A173","E73","A93","A101",2,32,"A152",2,1,"A201",1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0.071722489173589
"1380","C16380",3190,"P43",18,"S11","A32","A173","E73","A92","A101",2,24,"A152",1,1,"A201",1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0.388509840660851
"3607","C18607",1747,"P42",24,"S11","A32","A172","E72","A93","A102",1,24,"A152",1,1,"A202",0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.238338750980561
"2301","C17301",1352,"P41",6,"S11","A32","A171","E71","A92","A101",2,23,"A151",1,1,"A201",0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0.476505498156119
"3071","C18071",685,"P40",12,"S12","A32","A172","E74","A94","A101",3,25,"A152",1,1,"A201",1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0.293047773292849
"2339","C17339",1934,"P43",12,"S14","A34","A173","E75","A93","A101",2,26,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0.0336251372854894
"1839","C16839",9157,"P43",60,"S12","A33","A174","E73","A93","A101",2,27,"A153",1,1,"A201",0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0.613700515819616
"4407","C19407",2825,"P49",24,"S12","A34","A173","E74","A93","A101",3,34,"A152",2,2,"A201",0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0.239796071390021
"2181","C17181",951,"P42",12,"S12","A32","A173","E72","A92","A101",4,27,"A151",4,1,"A201",1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.54869949200642
"150","C15150",674,"P43",12,"S11","A32","A173","E74","A94","A101",1,20,"A152",1,1,"A201",1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0.207317560786419
"1773","C16773",3621,"P43",24,"S14","A32","A173","E75","A93","A101",4,31,"A152",2,1,"A201",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0922732073318229
"2630","C17630",3609,"P49",48,"S14","A31","A173","E73","A92","A101",1,27,"A152",1,1,"A201",0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0.504919875912734
"2681","C17681",2319,"P46",21,"S13","A34","A173","E72","A91","A101",1,33,"A151",1,1,"A201",1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0.147364261007241
"3904","C18904",10222,"P43",48,"S14","A32","A173","E74","A93","A101",3,37,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0.184331573193986
"3830","C18830",2246,"P42",12,"S11","A34","A173","E75","A93","A101",3,60,"A152",2,1,"A201",1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0.260192163467025
"1779","C16779",1163,"P40",12,"S14","A34","A173","E73","A93","A101",4,44,"A152",1,1,"A201",0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0.059510045437248
"4571","C19571",1655,"P43",12,"S14","A34","A172","E75","A93","A101",4,63,"A152",2,1,"A201",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0336251372854894
"2126","C17126",3331,"P42",12,"S14","A34","A173","E75","A93","A101",4,42,"A152",1,1,"A201",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.059510045437248
"2612","C17612",6403,"P43",24,"S12","A33","A173","E72","A93","A101",2,33,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0.339862625674981
"2532","C17532",884,"P40",18,"S12","A34","A173","E75","A93","A101",4,36,"A152",1,2,"A201",1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0.205294295048216
"414","C15414",1055,"P40",18,"S14","A34","A173","E72","A92","A101",1,30,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0.0998405432928034
"3713","C18713",1800,"P43",18,"S14","A34","A173","E73","A93","A101",2,24,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0.0407557644486945
"2830","C17830",1386,"P43",15,"S14","A32","A173","E73","A94","A101",2,40,"A151",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0.096035175924538
"822","C15822",9960,"P42",48,"S12","A32","A173","E72","A92","A101",2,26,"A152",1,1,"A201",1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0.74079148175482
"2569","C17569",4811,"P41",30,"S14","A32","A172","E74","A92","A101",4,24,"A151",1,1,"A201",0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.193769661419641
"2969","C17969",7432,"P40",36,"S12","A33","A173","E73","A92","A101",2,54,"A151",1,1,"A201",0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0.640849064300919
"421","C15421",12579,"P41",24,"S12","A32","A174","E75","A92","A101",2,44,"A153",1,1,"A201",1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0.396892556433756
"4378","C19378",1603,"P43",24,"S11","A32","A173","E75","A92","A101",4,55,"A152",1,1,"A201",0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.436875889591206
"2647","C17647",3878,"P40",24,"S12","A34","A173","E72","A91","A101",2,37,"A152",1,1,"A201",0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0.396167236357174
"2869","C17869",1297,"P43",12,"S13","A32","A173","E73","A94","A101",4,23,"A151",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0.087708508835187
"672","C15672",3447,"P48",12,"S14","A31","A172","E73","A92","A101",3,35,"A152",1,2,"A201",0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0.196879883084449
"92","C15092",343,"P44",6,"S11","A32","A173","E72","A92","A101",1,27,"A152",1,1,"A201",0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0.447558239585575
"3054","C18054",1424,"P44",12,"S12","A34","A173","E74","A93","A101",3,26,"A152",1,1,"A201",0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0.17461638385841
"3249","C18249",1449,"P49",6,"S12","A33","A173","E75","A91","A101",2,31,"A152",2,2,"A201",0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0.317929361827081
"487","C15487",6313,"P41",24,"S14","A32","A174","E75","A93","A101",4,41,"A152",1,2,"A201",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0.0922732073318229
"1688","C16688",7393,"P40",24,"S14","A32","A172","E73","A93","A101",4,43,"A152",1,2,"A201",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0.156016974968144
"1635","C16635",3485,"P40",20,"S14","A34","A173","E72","A91","A101",4,44,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0.146588454986879
"2472","C17472",3656,"P43",30,"S13","A34","A172","E75","A93","A101",4,49,"A152",2,1,"A201",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0595753570931899
"232","C15232",2223,"P43",24,"S14","A34","A173","E75","A93","A101",4,52,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0493213537580633
"2587","C17587",2753,"P43",9,"S14","A32","A173","E75","A93","A102",4,35,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0581120496264644
"1397","C16397",1049,"P42",18,"S11","A34","A173","E72","A92","A101",4,21,"A151",1,1,"A201",0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0.557446302469216
"1628","C16628",2978,"P49",24,"S14","A33","A173","E73","A93","A101",4,32,"A152",2,2,"A201",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0.156016974968144
"2557","C17557",433,"P46",6,"S12","A31","A173","E72","A92","A101",2,24,"A151",1,2,"A201",1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0.722795972012912
"1657","C16657",9572,"P49",36,"S14","A33","A173","E72","A91","A101",1,28,"A152",2,1,"A201",1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0.283497213926093
"3850","C18850",4811,"P41",30,"S14","A32","A172","E74","A92","A101",4,24,"A151",1,1,"A201",0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.193769661419641
"2980","C17980",660,"P45",6,"S14","A32","A172","E74","A94","A101",4,23,"A151",1,1,"A201",0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0.125247627356048
"3807","C18807",717,"P43",12,"S14","A34","A173","E75","A93","A101",4,52,"A152",3,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0336251372854894
"3555","C18555",4110,"P42",24,"S11","A30","A173","E75","A93","A101",4,23,"A151",2,2,"A201",1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0.791420855800797
"395","C15395",4933,"P43",39,"S12","A34","A173","E74","A93","A103",2,25,"A152",2,1,"A201",1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0.137534792128403
"2952","C17952",691,"P40",12,"S11","A34","A173","E75","A93","A101",3,35,"A152",2,1,"A201",1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0.260192163467025
"4816","C19816",9436,"P41",54,"S14","A30","A172","E73","A93","A101",2,39,"A152",1,2,"A201",0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0.419492483981437
"3486","C18486",1880,"P43",18,"S11","A34","A174","E74","A94","A101",1,32,"A152",2,1,"A201",0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0.140146847302124
"170","C15170",3368,"P41",15,"S14","A34","A173","E75","A93","A101",4,23,"A151",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0.0514313989216324
"2625","C17625",1245,"P43",18,"S12","A34","A173","E73","A94","A101",2,33,"A152",1,1,"A201",1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0.124384511816617
"3864","C18864",3617,"P42",24,"S13","A34","A173","E75","A93","A102",4,20,"A151",2,1,"A201",0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0.117420330026183
"4998","C19998",3595,"P43",36,"S14","A32","A173","E75","A93","A101",2,28,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.131617683018143
"4886","C19886",1158,"P43",12,"S12","A32","A173","E73","A91","A101",1,26,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0.17764210463751
"48","C15048",1236,"P41",6,"S14","A32","A173","E73","A93","A101",4,50,"A151",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0.0729880922234015
"41","C15041",3878,"P40",24,"S12","A34","A173","E72","A91","A101",2,37,"A152",1,1,"A201",0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0.396167236357174
"3496","C18496",5771,"P43",30,"S14","A34","A173","E74","A92","A101",2,25,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0.0800228513738534
"2686","C17686",2100,"P43",18,"S13","A32","A173","E73","A93","A102",2,37,"A152",1,1,"A201",1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.0768512187109175
"4605","C19605",691,"P40",12,"S11","A34","A173","E75","A93","A101",3,35,"A152",2,1,"A201",1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0.260192163467025
"2847","C17847",2030,"P42",9,"S12","A32","A173","E74","A93","A101",1,24,"A152",1,1,"A201",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.205657853247889
"4725","C19725",976,"P43",12,"S14","A34","A173","E75","A93","A101",4,35,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0336251372854894
"4542","C19542",3976,"P42",21,"S12","A32","A173","E74","A93","A101",3,35,"A152",1,1,"A201",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.358694877092045
"2263","C17263",999,"P43",24,"S14","A32","A173","E75","A93","A101",2,25,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.0922732073318229
"1532","C16532",2333,"P43",30,"S14","A32","A174","E75","A93","A101",2,30,"A152",1,1,"A201",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.110419804040948
"4705","C19705",2346,"P41",24,"S14","A34","A173","E74","A93","A101",3,35,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0493213537580633
"4615","C19615",2366,"P40",12,"S12","A34","A174","E74","A91","A101",3,36,"A152",1,1,"A201",0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.225097445953233
"1597","C16597",1647,"P40",21,"S11","A31","A172","E73","A93","A101",2,40,"A152",2,2,"A201",1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0.708877518486553
"3841","C18841",1795,"P43",18,"S12","A34","A172","E75","A92","A103",4,48,"A151",2,1,"A201",0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0.133055319178189
"4840","C19840",2899,"P40",18,"S12","A33","A173","E75","A93","A101",4,43,"A152",1,2,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.336060911421833
"4643","C19643",3850,"P41",18,"S14","A34","A173","E74","A93","A101",1,27,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0.0284883880339289
"2043","C17043",1574,"P42",12,"S14","A32","A173","E73","A93","A101",2,50,"A152",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.110305290232065
"4860","C19860",3590,"P49",18,"S12","A34","A171","E71","A94","A101",3,40,"A152",3,2,"A201",0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0.281255341622145
"1489","C16489",888,"P40",12,"S12","A32","A172","E75","A93","A101",4,41,"A152",1,2,"A201",1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.293047773292849
"2084","C17084",4165,"P49",18,"S14","A30","A173","E73","A93","A101",2,36,"A152",2,2,"A201",1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0.283897132217957
"1578","C16578",1943,"P45",18,"S14","A32","A173","E72","A92","A101",4,23,"A152",1,1,"A201",1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0.239474990802619
"3338","C18338",4679,"P41",24,"S14","A33","A172","E74","A93","A101",3,35,"A152",2,1,"A201",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0922732073318229
"2946","C17946",1647,"P40",21,"S11","A31","A172","E73","A93","A101",2,40,"A152",2,2,"A201",1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0.708877518486553
"4727","C19727",5800,"P41",36,"S12","A34","A173","E73","A93","A101",4,34,"A152",2,1,"A201",0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0.205484646234441
"3801","C18801",2684,"P43",24,"S14","A34","A172","E73","A93","A101",2,35,"A152",2,1,"A201",0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0.0493213537580633
"1464","C16464",5801,"P42",12,"S14","A34","A173","E75","A93","A101",4,49,"A151",1,1,"A201",0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.0819195068759499
"73","C15073",3161,"P49",24,"S11","A31","A173","E73","A93","A101",2,31,"A151",1,1,"A201",1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0.791420855800797
"1326","C16326",3979,"P43",48,"S12","A32","A173","E74","A93","A101",1,41,"A152",2,2,"A201",0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.342745990137153
"1471","C16471",1136,"P46",9,"S12","A34","A173","E75","A93","A101",3,32,"A153",2,2,"A201",1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0.212584984352372
"667","C15667",3850,"P41",18,"S14","A34","A173","E74","A93","A101",1,27,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0.0284883880339289
"2455","C17455",4583,"P42",30,"S11","A30","A173","E73","A91","A103",2,32,"A152",2,1,"A201",0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.715686385681625
"3510","C18510",7980,"P49",36,"S14","A33","A173","E72","A93","A101",4,27,"A151",2,1,"A201",1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0.370582985456203
"2544","C17544",2028,"P41",12,"S12","A32","A173","E73","A93","A101",2,30,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0.185631490468526
"1505","C16505",6304,"P49",36,"S14","A34","A173","E75","A93","A101",4,36,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0.123322319923173
"2542","C17542",5954,"P49",42,"S12","A34","A172","E74","A92","A101",1,41,"A152",2,1,"A201",0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0.352432301947004
"49","C15049",3378,"P41",18,"S14","A32","A173","E73","A93","A101",1,31,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0543346139838681
"4897","C19897",1591,"P42",21,"S14","A33","A174","E74","A93","A101",3,34,"A152",2,1,"A201",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.143314138910187
"4392","C19392",2069,"P42",10,"S14","A34","A173","E73","A94","A101",1,26,"A152",2,1,"A202",0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0117620692585657
"2236","C17236",3757,"P40",24,"S14","A32","A173","E75","A92","A102",4,62,"A153",1,1,"A201",0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0.263587169048441
"763","C15763",5084,"P43",24,"S12","A32","A173","E75","A92","A101",4,42,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0.318182335484388
"2893","C17893",727,"P46",10,"S14","A32","A173","E75","A93","A101",4,46,"A153",1,1,"A201",0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0.140578302526999
"2411","C17411",2142,"P49",11,"S14","A32","A173","E75","A91","A101",2,28,"A152",1,1,"A201",0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0.141381616894064
"3119","C18119",2032,"P40",24,"S14","A33","A173","E75","A93","A101",4,60,"A153",2,1,"A201",0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0.20677762631139
"1437","C16437",5129,"P41",9,"S12","A31","A174","E75","A92","A101",4,74,"A153",1,2,"A201",1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0.511231047911962
"1425","C16425",1347,"P43",10,"S13","A34","A173","E74","A93","A101",2,27,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0.0315276686823389
"867","C15867",7308,"P40",10,"S12","A32","A174","E71","A93","A101",4,70,"A153",1,1,"A201",0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0.453085431306549
"1295","C16295",1555,"P45",12,"S14","A33","A173","E75","A93","A101",4,55,"A153",2,2,"A201",1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0.14881588529005
"3819","C18819",1207,"P40",24,"S11","A32","A173","E72","A92","A101",4,24,"A151",1,1,"A201",1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0.750852321160588
"3976","C18976",666,"P40",6,"S11","A34","A172","E74","A92","A101",4,39,"A152",2,1,"A201",0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0.283402416511265
"4499","C19499",11816,"P49",45,"S11","A30","A173","E75","A93","A101",4,29,"A151",2,1,"A201",1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0.884173962686959
"165","C15165",6458,"P40",18,"S14","A31","A174","E75","A93","A101",4,39,"A152",2,2,"A201",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0.283897132217957
"2676","C17676",1516,"P43",24,"S14","A34","A172","E73","A92","A101",1,43,"A152",2,1,"A201",0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0.0468610309572464
"4800","C19800",1800,"P43",18,"S14","A34","A173","E73","A93","A101",2,24,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0.0407557644486945
